Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01_User,,,,2022-07-02 20:13:22,2022-07-02 20:13:59,36.416s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC007_Update User By Id (With invalid token),,,,2022-07-02 20:13:23,2022-07-02 20:13:27,4.063s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC007_Update User By Id (With invalid token)""))",,,,2022-07-02 20:13:23,2022-07-02 20:13:27,3.406s,PASSED
"verifyResponseStatusCode(response, response_401, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:27,2022-07-02 20:13:27,0.059s,FAILED
"verifyElementPropertyValue(response, """", """")",,,,2022-07-02 20:13:27,2022-07-02 20:13:27,0.043s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC006_Update User By Id (With registered email),,,,2022-07-02 20:13:27,2022-07-02 20:13:28,1.483s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC006_Update User By Id (With registered email)""))",,,,2022-07-02 20:13:27,2022-07-02 20:13:28,1.067s,PASSED
"verifyResponseStatusCode(response, response_500, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:28,2022-07-02 20:13:28,0.019s,PASSED
"verifyElementPropertyValue(response, ""error"", internal_server_error)",,,,2022-07-02 20:13:28,2022-07-02 20:13:28,0.056s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC005_Update User By Id (With invalid email format),,,,2022-07-02 20:13:28,2022-07-02 20:13:31,3.264s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC005_Update User By Id (With invalid email format)""))",,,,2022-07-02 20:13:29,2022-07-02 20:13:31,2.871s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:31,2022-07-02 20:13:31,0.009s,PASSED
"verifyElementPropertyValue(response, ""errors.message.email"", invalid_email_format)",,,,2022-07-02 20:13:31,2022-07-02 20:13:31,0.031s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id),,,,2022-07-02 20:13:31,2022-07-02 20:13:33,1.544s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id)""))",,,,2022-07-02 20:13:32,2022-07-02 20:13:33,1.123s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:33,2022-07-02 20:13:33,0.012s,PASSED
"verifyElementPropertyValue(response, ""errors.message.message"", user_not_found)",,,,2022-07-02 20:13:33,2022-07-02 20:13:33,0.042s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method),,,,2022-07-02 20:13:33,2022-07-02 20:13:34,1.332s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method)""))",,,,2022-07-02 20:13:33,2022-07-02 20:13:34,0.973s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:34,2022-07-02 20:13:34,0.005s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-07-02 20:13:34,2022-07-02 20:13:34,0.028s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value),,,,2022-07-02 20:13:34,2022-07-02 20:13:36,1.420s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value)""))",,,,2022-07-02 20:13:35,2022-07-02 20:13:36,1.063s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:36,2022-07-02 20:13:36,0.010s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-07-02 20:13:36,2022-07-02 20:13:36,0.036s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input),,,,2022-07-02 20:13:36,2022-07-02 20:13:37,1.626s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input)""))",,,,2022-07-02 20:13:36,2022-07-02 20:13:37,1.118s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:37,2022-07-02 20:13:37,0.006s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-07-02 20:13:37,2022-07-02 20:13:37,0.028s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC003_Get User By Id (Invalid token),,,,2022-07-02 20:13:37,2022-07-02 20:13:38,0.719s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC003_Get User By Id (Invalid token)""))",,,,2022-07-02 20:13:38,2022-07-02 20:13:38,0.352s,PASSED
"verifyResponseStatusCode(response, response_401, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:38,2022-07-02 20:13:38,0.014s,FAILED
"verifyElementPropertyValue(response, """", """")",,,,2022-07-02 20:13:38,2022-07-02 20:13:38,0.015s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC002_Get User By Id (Invalid id),,,,2022-07-02 20:13:38,2022-07-02 20:13:39,1.273s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC002_Get User By Id (Invalid id)""))",,,,2022-07-02 20:13:39,2022-07-02 20:13:39,0.870s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:39,2022-07-02 20:13:39,0.010s,PASSED
"verifyElementPropertyValue(response, ""errors.message.message"", ""Data not found"")",,,,2022-07-02 20:13:39,2022-07-02 20:13:39,0.034s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC001_Get User By Id (With valid id and token),,,,2022-07-02 20:13:39,2022-07-02 20:13:41,1.510s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC001_Get User By Id (With valid id and token)""))",,,,2022-07-02 20:13:40,2022-07-02 20:13:41,1.170s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:41,2022-07-02 20:13:41,0.003s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-07-02 20:13:41,2022-07-02 20:13:41,0.015s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC005_Get User Class By User Id/TCC004_Get User Class by User Id (With invalid token),,,,2022-07-02 20:13:41,2022-07-02 20:13:42,0.745s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC005_Get User Class By User Id/TCC004_Get User Class by User Id (With invalid token)""))",,,,2022-07-02 20:13:41,2022-07-02 20:13:42,0.355s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:42,2022-07-02 20:13:42,0.010s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-07-02 20:13:42,2022-07-02 20:13:42,0.045s,FAILED
,,,,,,,
