Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
03_Class Material,,,,2022-06-27 21:36:11,2022-06-27 21:36:28,17.051s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC013_Create Class Material/TC004_Create Class Material (With invalid token),,,,2022-06-27 21:36:11,2022-06-27 21:36:17,5.543s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC013_Create Class Material/TC004_Create Class Material (With invalid token)""))",,,,2022-06-27 21:36:12,2022-06-27 21:36:16,4.550s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-06-27 21:36:16,2022-06-27 21:36:17,0.089s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-06-27 21:36:17,2022-06-27 21:36:17,0.160s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC013_Create Class Material/TC003_Create Class Material (With invalid class id),,,,2022-06-27 21:36:17,2022-06-27 21:36:18,1.185s,PASSED
"response = sendRequest(findTestObject(""01_API/03_Material/SC013_Create Class Material/TC003_Create Class Material (With invalid class id)""))",,,,2022-06-27 21:36:17,2022-06-27 21:36:18,0.592s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 21:36:18,2022-06-27 21:36:18,0.032s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 21:36:18,2022-06-27 21:36:18,0.056s,PASSED
,,,,,,,
Test Cases/01_API/03_Class Material/SC013_Create Class Material/TC002_Create Class Material (With empty input),,,,2022-06-27 21:36:18,2022-06-27 21:36:22,3.922s,PASSED
"response = sendRequest(findTestObject(""01_API/03_Material/SC013_Create Class Material/TC002_Create Class Material (With empty input)""))",,,,2022-06-27 21:36:18,2022-06-27 21:36:22,3.468s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 21:36:22,2022-06-27 21:36:22,0.000s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 21:36:22,2022-06-27 21:36:22,0.032s,PASSED
,,,,,,,
Test Cases/01_API/03_Class Material/SC013_Create Class Material/TC001_Create Class Material (With valid input),,,,2022-06-27 21:36:22,2022-06-27 21:36:24,1.767s,PASSED
"response = sendRequest(findTestObject(""01_API/02_Class/SC012_Get All Class by Page and Size/TC001_Get All Class by Page and Size""))",,,,2022-06-27 21:36:22,2022-06-27 21:36:24,1.377s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 21:36:24,2022-06-27 21:36:24,0.000s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 21:36:24,2022-06-27 21:36:24,0.044s,PASSED
,,,,,,,
Test Cases/01_API/03_Class Material/SC014_Get All Material By Id/TC003_Get Material By Id (With invalid token),,,,2022-06-27 21:36:24,2022-06-27 21:36:24,0.703s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC014_Get All Material By Id/TC003_Get Material By Id (With invalid token)""))",,,,2022-06-27 21:36:24,2022-06-27 21:36:24,0.129s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC014_Get All Material By Id/TC002_Get Material By Id (With invalid id),,,,2022-06-27 21:36:24,2022-06-27 21:36:25,0.543s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC014_Get All Material By Id/TC002_Get Material By Id (With invalid id)""))",,,,2022-06-27 21:36:25,2022-06-27 21:36:25,0.143s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC014_Get All Material By Id/TC001_Get Material By Id,,,,2022-06-27 21:36:25,2022-06-27 21:36:26,0.679s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC014_Get All Material By Id/TC001_Get Material By Id""))",,,,2022-06-27 21:36:26,2022-06-27 21:36:26,0.157s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC015_Get All Material By Class Id/TC003_Get All Material By Class Id (With invalid token),,,,2022-06-27 21:36:26,2022-06-27 21:36:26,0.630s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC015_Get All Material By Class Id/TC003_Get All Material By Class Id (With invalid token)""))",,,,2022-06-27 21:36:26,2022-06-27 21:36:26,0.145s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC015_Get All Material By Class Id/TC002_Get All Material By Class Id (With invalid id),,,,2022-06-27 21:36:26,2022-06-27 21:36:27,0.779s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC015_Get All Material By Class Id/TC002_Get All Material By Class Id (With invalid id)""))",,,,2022-06-27 21:36:27,2022-06-27 21:36:27,0.138s,FAILED
,,,,,,,
Test Cases/01_API/03_Class Material/SC015_Get All Material By Class Id/TC001_Get All Material By Class Id,,,,2022-06-27 21:36:27,2022-06-27 21:36:28,0.524s,FAILED
"response = sendRequest(findTestObject(""01_API/03_Material/SC015_Get All Material By Class Id/TC001_Get All Material By Class Id""))",,,,2022-06-27 21:36:27,2022-06-27 21:36:28,0.144s,FAILED
