Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
05_Feedback,,,,2022-07-02 20:13:05,2022-07-02 20:13:18,12.781s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC018_Create Feedback/TC004_Create Feedback (With invalid token),,,,2022-07-02 20:13:06,2022-07-02 20:13:10,4.174s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC018_Create Feedback/TC004_Create Feedback (With invalid token)""))",,,,2022-07-02 20:13:06,2022-07-02 20:13:10,3.375s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:10,2022-07-02 20:13:10,0.036s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", ""access denied"")",,,,2022-07-02 20:13:10,2022-07-02 20:13:10,0.093s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC018_Create Feedback/TC003_Create Feedback (With invalid classId),,,,2022-07-02 20:13:10,2022-07-02 20:13:11,1.475s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC018_Create Feedback/TC003_Create Feedback (With invalid classId)""))",,,,2022-07-02 20:13:10,2022-07-02 20:13:11,0.924s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:11,2022-07-02 20:13:11,0.010s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", ""Class not found"")",,,,2022-07-02 20:13:11,2022-07-02 20:13:11,0.034s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC018_Create Feedback/TC002_Create Feedback (With invalid userId),,,,2022-07-02 20:13:11,2022-07-02 20:13:13,1.587s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC018_Create Feedback/TC002_Create Feedback (With invalid userId)""))",,,,2022-07-02 20:13:12,2022-07-02 20:13:13,1.192s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:13,2022-07-02 20:13:13,0.009s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", user_not_found)",,,,2022-07-02 20:13:13,2022-07-02 20:13:13,0.029s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC018_Create Feedback/TC001_Create Feedback (With valid input),,,,2022-07-02 20:13:13,2022-07-02 20:13:14,1.663s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC018_Create Feedback/TC001_Create Feedback (With valid input)""))",,,,2022-07-02 20:13:13,2022-07-02 20:13:14,1.251s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:14,2022-07-02 20:13:14,0.009s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-07-02 20:13:14,2022-07-02 20:13:14,0.030s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC019_Get All Feedbacks of Class/TC003_Get All Feedbacks by ClassId (With invalid token),,,,2022-07-02 20:13:15,2022-07-02 20:13:15,0.784s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC019_Get Feedbacks by ClassId/TC003_Get All Feedbacks by ClassId (With invalid token)""))",,,,2022-07-02 20:13:15,2022-07-02 20:13:15,0.417s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:15,2022-07-02 20:13:15,0.007s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", ""access denied"")",,,,2022-07-02 20:13:15,2022-07-02 20:13:15,0.032s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC019_Get All Feedbacks of Class/TC002_Get All Feedbacks by ClassId (With invalid classId),,,,2022-07-02 20:13:15,2022-07-02 20:13:16,1.172s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC019_Get Feedbacks by ClassId/TC002_Get All Feedbacks by ClassId (With invalid classId)""))",,,,2022-07-02 20:13:16,2022-07-02 20:13:16,0.843s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:16,2022-07-02 20:13:16,0.006s,PASSED
"verifyElementPropertyValue(response, ""data"", [])",,,,2022-07-02 20:13:16,2022-07-02 20:13:16,0.029s,PASSED
,,,,,,,
Test Cases/01_API/05_Feedback/SC019_Get All Feedbacks of Class/TC001_Get All Feedbacks by ClassId (With valid input),,,,2022-07-02 20:13:16,2022-07-02 20:13:18,1.430s,PASSED
"response = sendRequest(findTestObject(""01_API/05_Feedback/SC018_Create Feedback/TC001_Create Feedback (With valid input)""))",,,,2022-07-02 20:13:17,2022-07-02 20:13:18,0.967s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-07-02 20:13:18,2022-07-02 20:13:18,0.010s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-07-02 20:13:18,2022-07-02 20:13:18,0.043s,PASSED
