Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression_API,,,,2022-07-03 11:16:00,2022-07-03 11:18:09,2m - 9.179s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC005_Register (With registered email),,,,2022-07-03 11:16:01,2022-07-03 11:16:09,7.896s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC005_Register (With registered email)""))",,,,2022-07-03 11:16:01,2022-07-03 11:16:08,6.976s,PASSED
"verifyResponseStatusCode(response, response_500, CONTINUE_ON_FAILURE)",,,,2022-07-03 11:16:08,2022-07-03 11:16:08,0.034s,PASSED
"verifyElementPropertyValue(response, ""error"", internal_server_error)",,,,2022-07-03 11:16:08,2022-07-03 11:16:09,0.170s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC004_Register (With invalid email format),,,,2022-07-03 11:16:09,2022-07-03 11:16:10,1.353s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC004_Register (With invalid email format)""))",,,,2022-07-03 11:16:09,2022-07-03 11:16:10,0.739s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-03 11:16:10,2022-07-03 11:16:10,0.016s,PASSED
"verifyElementPropertyValue(response, ""errors.message.email"", invalid_email_format)",,,,2022-07-03 11:16:10,2022-07-03 11:16:10,0.060s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC003_Register (With invalid method),,,,2022-07-03 11:16:10,2022-07-03 11:16:11,1.348s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC003_Register (With invalid method)""))",,,,2022-07-03 11:16:11,2022-07-03 11:16:11,0.668s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-07-03 11:16:11,2022-07-03 11:16:11,0.015s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-07-03 11:16:11,2022-07-03 11:16:11,0.063s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC002_Register (With empty body value),,,,2022-07-03 11:16:11,2022-07-03 11:16:12,1.111s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC002_Register (With empty body value)""))",,,,2022-07-03 11:16:12,2022-07-03 11:16:12,0.553s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-07-03 11:16:12,2022-07-03 11:16:12,0.016s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-07-03 11:16:12,2022-07-03 11:16:12,0.064s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC001_Register (With valid body value),,,,2022-07-03 11:16:12,2022-07-03 11:16:14,1.924s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC001_Register (With valid body value)""))",,,,2022-07-03 11:16:13,2022-07-03 11:16:14,1.284s,PASSED
"verifyResponseStatusCode(response, response_200)",,,,2022-07-03 11:16:14,2022-07-03 11:16:14,0.016s,PASSED
"verifyElementPropertyValue(response, ""data.email"", register_email)",,,,2022-07-03 11:16:14,2022-07-03 11:16:14,0.047s,PASSED
,,,,,,,
