Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_API,,,,2022-06-27 19:34:44,2022-06-27 19:35:25,40.973s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC001_Register (With valid body value),,,,2022-06-27 19:34:45,2022-06-27 19:34:50,5.397s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC001_Register (With valid body value)""))",,,,2022-06-27 19:34:46,2022-06-27 19:34:50,4.359s,PASSED
"verifyResponseStatusCode(response, response_200)",,,,2022-06-27 19:34:50,2022-06-27 19:34:50,0.139s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC002_Register (With empty body value),,,,2022-06-27 19:34:50,2022-06-27 19:34:52,1.617s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC002_Register (With empty body value)""))",,,,2022-06-27 19:34:51,2022-06-27 19:34:52,0.689s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:52,2022-06-27 19:34:52,0.022s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 19:34:52,2022-06-27 19:34:52,0.152s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC003_Register (With invalid method),,,,2022-06-27 19:34:52,2022-06-27 19:34:53,1.405s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC003_Register (With invalid method)""))",,,,2022-06-27 19:34:52,2022-06-27 19:34:53,0.707s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:53,2022-06-27 19:34:53,0.011s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-06-27 19:34:53,2022-06-27 19:34:53,0.064s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC004_Register (With invalid email format),,,,2022-06-27 19:34:53,2022-06-27 19:34:54,1.216s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC004_Register (With invalid email format)""))",,,,2022-06-27 19:34:54,2022-06-27 19:34:54,0.494s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:54,2022-06-27 19:34:54,0.015s,PASSED
"verifyElementPropertyValue(response, ""errors.message.email"", invalid_email_format)",,,,2022-06-27 19:34:54,2022-06-27 19:34:54,0.163s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC001_Register/TCC005_Register (With registered email),,,,2022-06-27 19:34:55,2022-06-27 19:34:56,1.628s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC001_Register/TCC005_Register (With registered email)""))",,,,2022-06-27 19:34:55,2022-06-27 19:34:56,0.770s,PASSED
"verifyResponseStatusCode(response, response_500, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:56,2022-06-27 19:34:56,0.012s,PASSED
"verifyElementPropertyValue(response, ""error"", internal_server_error)",,,,2022-06-27 19:34:56,2022-06-27 19:34:56,0.078s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC001_Login (With valid body value),,,,2022-06-27 19:34:56,2022-06-27 19:34:58,1.407s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC001_Login (With valid body value)""))",,,,2022-06-27 19:34:57,2022-06-27 19:34:58,0.773s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:58,2022-06-27 19:34:58,0.017s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 19:34:58,2022-06-27 19:34:58,0.049s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC002_Login (With empty body value),,,,2022-06-27 19:34:58,2022-06-27 19:34:59,1.452s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC002_Login (With empty body value)""))",,,,2022-06-27 19:34:58,2022-06-27 19:34:59,0.641s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:34:59,2022-06-27 19:34:59,0.015s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC003_Login (With invalid method),,,,2022-06-27 19:34:59,2022-06-27 19:35:01,1.459s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC003_Login (With invalid method)""))",,,,2022-06-27 19:35:00,2022-06-27 19:35:00,0.719s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:00,2022-06-27 19:35:00,0.012s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-06-27 19:35:00,2022-06-27 19:35:01,0.061s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC004_Login (With invalid email format),,,,2022-06-27 19:35:01,2022-06-27 19:35:02,1.032s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC004_Login (With invalid email format)""))",,,,2022-06-27 19:35:01,2022-06-27 19:35:02,0.450s,PASSED
"verifyResponseStatusCode(response, response_400, STOP_ON_FAILURE)",,,,2022-06-27 19:35:02,2022-06-27 19:35:02,0.010s,PASSED
"verifyElementPropertyValue(response, ""email"", invalid_email_format)",,,,2022-06-27 19:35:02,2022-06-27 19:35:02,0.066s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC005_Login (With unregistered email),,,,2022-06-27 19:35:02,2022-06-27 19:35:03,1.201s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC005_Login (With unregistered email)""))",,,,2022-06-27 19:35:02,2022-06-27 19:35:03,0.636s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:03,2022-06-27 19:35:03,0.009s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", user_not_found)",,,,2022-06-27 19:35:03,2022-06-27 19:35:03,0.066s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC002_Login/TCC006_Login (With invalid password),,,,2022-06-27 19:35:03,2022-06-27 19:35:04,1.421s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC006_Login (With invalid password)""))",,,,2022-06-27 19:35:03,2022-06-27 19:35:04,0.773s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:04,2022-06-27 19:35:04,0.011s,PASSED
"verifyElementPropertyValue(response, ""errors.message"", password_doesnt_match)",,,,2022-06-27 19:35:04,2022-06-27 19:35:04,0.058s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input),,,,2022-06-27 19:35:04,2022-06-27 19:35:06,1.308s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input)""))",,,,2022-06-27 19:35:05,2022-06-27 19:35:05,0.724s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:05,2022-06-27 19:35:06,0.013s,FAILED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 19:35:06,2022-06-27 19:35:06,0.058s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value),,,,2022-06-27 19:35:06,2022-06-27 19:35:07,1.285s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value)""))",,,,2022-06-27 19:35:06,2022-06-27 19:35:07,0.733s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:07,2022-06-27 19:35:07,0.010s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 19:35:07,2022-06-27 19:35:07,0.056s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input),,,,2022-06-27 19:35:07,2022-06-27 19:35:08,0.793s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input)""))",,,,2022-06-27 19:35:07,2022-06-27 19:35:08,0.684s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:08,2022-06-27 19:35:08,0.011s,FAILED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 19:35:08,2022-06-27 19:35:08,0.075s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value),,,,2022-06-27 19:35:08,2022-06-27 19:35:09,1.116s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value)""))",,,,2022-06-27 19:35:08,2022-06-27 19:35:09,1.005s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:09,2022-06-27 19:35:09,0.015s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 19:35:09,2022-06-27 19:35:09,0.064s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method),,,,2022-06-27 19:35:09,2022-06-27 19:35:11,1.802s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method)""))",,,,2022-06-27 19:35:09,2022-06-27 19:35:11,1.260s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:11,2022-06-27 19:35:11,0.007s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-06-27 19:35:11,2022-06-27 19:35:11,0.037s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id),,,,2022-06-27 19:35:11,2022-06-27 19:35:12,1.035s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id)""))",,,,2022-06-27 19:35:11,2022-06-27 19:35:12,0.532s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 19:35:12,2022-06-27 19:35:12,0.004s,PASSED
"verifyElementPropertyValue(response, ""errors.message.message"", user_not_found)",,,,2022-06-27 19:35:12,2022-06-27 19:35:12,0.040s,PASSED
,,,,,,,
