Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02_Class,,,,2022-06-30 13:12:47,2022-06-30 13:13:14,27.189s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC006_Get All Class/TC002_Get All Class (invalid token),,,,2022-06-30 13:12:47,2022-06-30 13:12:52,5.103s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC006_Get All Class/TC002_Get All Class (invalid token)""))",,,,2022-06-30 13:12:48,2022-06-30 13:12:52,3.986s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:52,2022-06-30 13:12:52,0.116s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-06-30 13:12:52,2022-06-30 13:12:52,0.267s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC006_Get All Class/TC001_Get All Class (With valid input),,,,2022-06-30 13:12:52,2022-06-30 13:12:54,1.344s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC006_Get All Class/TC001_Get All Class (With valid input)""))",,,,2022-06-30 13:12:53,2022-06-30 13:12:54,0.513s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:54,2022-06-30 13:12:54,0.016s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-30 13:12:54,2022-06-30 13:12:54,0.075s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC007_Create A Class/TC003_Create A Class (With invalid token),,,,2022-06-30 13:12:54,2022-06-30 13:12:55,1.094s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC007_Create A Class/TC003_Create A Class (With invalid token)""))",,,,2022-06-30 13:12:54,2022-06-30 13:12:55,0.417s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:55,2022-06-30 13:12:55,0.019s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-06-30 13:12:55,2022-06-30 13:12:55,0.058s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC007_Create A Class/TC002_Create A Class (With empty field),,,,2022-06-30 13:12:55,2022-06-30 13:12:56,1.045s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC007_Create A Class/TC002_Create A Class (With empty field)""))",,,,2022-06-30 13:12:55,2022-06-30 13:12:56,0.543s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:56,2022-06-30 13:12:56,0.000s,FAILED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-30 13:12:56,2022-06-30 13:12:56,0.052s,PASSED
,,,,,,,
Test Cases/01_API/02_Class/SC007_Create A Class/TC001_Create A Class (With valid input),,,,2022-06-30 13:12:56,2022-06-30 13:12:57,1.320s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC007_Create A Class/TC001_Create A Class (With valid input)""))",,,,2022-06-30 13:12:57,2022-06-30 13:12:57,0.504s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:57,2022-06-30 13:12:57,0.016s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-30 13:12:57,2022-06-30 13:12:57,0.075s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC008_Get Class By Id/TC003_Get Class By Id (With invalid token),,,,2022-06-30 13:12:57,2022-06-30 13:12:58,0.997s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC008_Get Class By Id/TC003_Get Class By Id (With invalid token)""))",,,,2022-06-30 13:12:58,2022-06-30 13:12:58,0.438s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:58,2022-06-30 13:12:58,0.000s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-06-30 13:12:58,2022-06-30 13:12:58,0.065s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC008_Get Class By Id/TC002_Get Class By Id (With invalid id),,,,2022-06-30 13:12:58,2022-06-30 13:12:59,1.246s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC008_Get Class By Id/TC002_Get Class By Id (With invalid id)""))",,,,2022-06-30 13:12:59,2022-06-30 13:12:59,0.412s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:12:59,2022-06-30 13:12:59,0.016s,FAILED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-30 13:12:59,2022-06-30 13:12:59,0.067s,PASSED
,,,,,,,
Test Cases/01_API/02_Class/SC008_Get Class By Id/TC001_Get Class By Id (With valid id),,,,2022-06-30 13:12:59,2022-06-30 13:13:00,0.993s,FAILED
"response = sendRequest(findTestObject(""01_API/02_Class/SC008_Get Class By Id/TC001_Get Class By Id (With valid id)""))",,,,2022-06-30 13:13:00,2022-06-30 13:13:00,0.487s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-30 13:13:00,2022-06-30 13:13:00,0.016s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-30 13:13:00,2022-06-30 13:13:00,0.063s,FAILED
,,,,,,,
Test Cases/01_API/02_Class/SC009_Update Class By Id/TC004_Update Class By Id (With invalid token),,,,2022-06-30 13:13:00,2022-06-30 13:13:02,1.102s,FAILED
