Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""01_API/01_User/SC002_Login/TCC001_Login (With valid body value)""))",,,,2022-06-27 20:41:11,2022-06-27 20:41:12,0.895s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:12,2022-06-27 20:41:12,0.010s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:12,2022-06-27 20:41:12,0.040s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC007_Update User By Id (With invalid token),,,,2022-06-27 20:41:12,2022-06-27 20:41:13,1.102s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC007_Update User By Id (With invalid token)""))",,,,2022-06-27 20:41:12,2022-06-27 20:41:13,0.491s,PASSED
"verifyResponseStatusCode(response, response_401, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:13,2022-06-27 20:41:13,0.005s,FAILED
"verifyElementPropertyValue(response, """", """")",,,,2022-06-27 20:41:13,2022-06-27 20:41:13,0.014s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC006_Update User By Id (With registered email),,,,2022-06-27 20:41:13,2022-06-27 20:41:14,1.323s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC006_Update User By Id (With registered email)""))",,,,2022-06-27 20:41:13,2022-06-27 20:41:14,0.809s,PASSED
"verifyResponseStatusCode(response, response_500, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:14,2022-06-27 20:41:14,0.005s,PASSED
"verifyElementPropertyValue(response, ""error"", internal_server_error)",,,,2022-06-27 20:41:14,2022-06-27 20:41:14,0.038s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC005_Update User By Id (With invalid email format),,,,2022-06-27 20:41:14,2022-06-27 20:41:16,1.639s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC005_Update User By Id (With invalid email format)""))",,,,2022-06-27 20:41:15,2022-06-27 20:41:16,0.977s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:16,2022-06-27 20:41:16,0.005s,PASSED
"verifyElementPropertyValue(response, ""errors.message.email"", invalid_email_format)",,,,2022-06-27 20:41:16,2022-06-27 20:41:16,0.039s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id),,,,2022-06-27 20:41:16,2022-06-27 20:41:17,1.489s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC004_Update User By Id (With invalid id)""))",,,,2022-06-27 20:41:17,2022-06-27 20:41:17,0.823s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:17,2022-06-27 20:41:17,0.023s,PASSED
"verifyElementPropertyValue(response, ""errors.message.message"", user_not_found)",,,,2022-06-27 20:41:17,2022-06-27 20:41:17,0.046s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method),,,,2022-06-27 20:41:17,2022-06-27 20:41:19,1.367s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC003_Update User By Id (With invalid method)""))",,,,2022-06-27 20:41:18,2022-06-27 20:41:19,0.758s,PASSED
"verifyResponseStatusCode(response, response_405, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:19,2022-06-27 20:41:19,0.003s,PASSED
"verifyElementPropertyValue(response, ""error"", method_now_allowed)",,,,2022-06-27 20:41:19,2022-06-27 20:41:19,0.029s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value),,,,2022-06-27 20:41:19,2022-06-27 20:41:20,1.052s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC002_Update User By Id (With empty body value)""))",,,,2022-06-27 20:41:19,2022-06-27 20:41:20,0.531s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:20,2022-06-27 20:41:20,0.009s,PASSED
"verifyElementPropertyValue(response, ""status"", ""false"")",,,,2022-06-27 20:41:20,2022-06-27 20:41:20,0.056s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input),,,,2022-06-27 20:41:20,2022-06-27 20:41:21,1.383s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC003_Update User By Id/TCC001_Update User By Id (With valid input)""))",,,,2022-06-27 20:41:21,2022-06-27 20:41:21,0.706s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:21,2022-06-27 20:41:21,0.010s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:21,2022-06-27 20:41:21,0.050s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC003_Get User By Id (Invalid token),,,,2022-06-27 20:41:21,2022-06-27 20:41:22,0.921s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC003_Get User By Id (Invalid token)""))",,,,2022-06-27 20:41:22,2022-06-27 20:41:22,0.446s,PASSED
"verifyResponseStatusCode(response, response_401, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:22,2022-06-27 20:41:22,0.010s,FAILED
"verifyElementPropertyValue(response, """", """")",,,,2022-06-27 20:41:22,2022-06-27 20:41:22,0.012s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC002_Get User By Id (Invalid id),,,,2022-06-27 20:41:22,2022-06-27 20:41:23,1.151s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC002_Get User By Id (Invalid id)""))",,,,2022-06-27 20:41:23,2022-06-27 20:41:23,0.570s,PASSED
"verifyResponseStatusCode(response, response_400, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:23,2022-06-27 20:41:23,0.009s,PASSED
"verifyElementPropertyValue(response, ""errors.message.message"", ""Data not found"")",,,,2022-06-27 20:41:23,2022-06-27 20:41:23,0.054s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC004_Get User By Id/TCC001_Get User By Id (With valid id and token),,,,2022-06-27 20:41:23,2022-06-27 20:41:25,1.595s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC004_Get User By Id/TCC001_Get User By Id (With valid id and token)""))",,,,2022-06-27 20:41:24,2022-06-27 20:41:25,0.810s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:25,2022-06-27 20:41:25,0.009s,PASSED
"verifyElementPropertyValue(response, ""status"", ""true"")",,,,2022-06-27 20:41:25,2022-06-27 20:41:25,0.053s,PASSED
,,,,,,,
Test Cases/01_API/01_User/SC005_Get User Class By User Id/TCC004_Get User Class by User Id (With invalid token),,,,2022-06-27 20:41:25,2022-06-27 20:41:26,1.261s,FAILED
"response = sendRequest(findTestObject(""01_API/01_User/SC005_Get User Class By User Id/TCC004_Get User Class by User Id (With invalid token)""))",,,,2022-06-27 20:41:26,2022-06-27 20:41:26,0.580s,PASSED
"verifyResponseStatusCode(response, response_403, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:26,2022-06-27 20:41:26,0.006s,FAILED
"verifyElementPropertyValue(response, ""error"", ""Forbidden"")",,,,2022-06-27 20:41:26,2022-06-27 20:41:26,0.070s,FAILED
,,,,,,,
Test Cases/01_API/01_User/SC005_Get User Class By User Id/TCC003_Get User Class by User Id (With valid id and will_end class),,,,2022-06-27 20:41:26,2022-06-27 20:41:27,1.193s,PASSED
"response = sendRequest(findTestObject(""01_API/01_User/SC005_Get User Class By User Id/TCC003_Get User Class by User Id (With valid id and will_end class)""))",,,,2022-06-27 20:41:27,2022-06-27 20:41:27,0.629s,PASSED
"verifyResponseStatusCode(response, response_200, CONTINUE_ON_FAILURE)",,,,2022-06-27 20:41:27,2022-06-27 20:41:27,0.003s,PASSED
